Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-26,149.903,152.232,149.339,152.198,3957700,0.0,0.0
2018-01-29,152.147,152.488,151.242,151.695,6091900,0.0,0.0
2018-01-30,151.123,151.609,145.79,147.18,9613000,0.0,0.0
2018-01-31,148.136,148.734,145.295,146.037,7004200,0.0,0.0
2018-02-01,145.295,148.085,144.117,146.686,4751300,0.0,0.0
2018-02-02,145.747,147.394,144.202,144.535,4604500,0.0,0.0
2018-02-05,143.878,144.603,131.292,139.816,7309300,0.0,0.0
2018-02-06,135.123,141.694,135.038,140.951,7020000,0.0,0.0
2018-02-07,140.678,143.579,140.388,141.403,4974000,0.0,0.0
2018-02-08,141.386,141.421,135.473,135.652,5656000,0.0,0.0
2018-02-09,136.514,138.221,132.461,137.214,7187100,0.0,0.0
2018-02-12,138.553,141.557,137.811,139.859,5255900,0.0,0.0
2018-02-13,139.091,139.799,137.999,138.579,5406000,0.0,0.0
2018-02-14,137.76,138.255,136.258,136.523,5865600,0.0,0.0
2018-02-15,137.504,137.828,135.516,137.197,5012100,0.0,0.0
2018-02-16,136.079,136.446,134.62,134.645,7165800,0.0,0.0
2018-02-20,133.971,135.814,133.357,134.108,5211100,0.0,0.0
2018-02-21,134.62,137.657,134.483,135.371,7833400,0.0,0.0
2018-02-22,135.635,137.726,135.592,137.094,4398200,0.0,0.0
2018-02-23,137.76,139.356,137.76,139.142,4272400,0.0,0.0
2018-02-26,139.944,140.584,138.494,139.586,4525200,0.0,0.0
2018-02-27,140.107,140.371,137.077,137.094,4907500,0.0,0.0
2018-02-28,137.764,138.434,135.437,135.454,6116800,1.01,0.0
2018-03-01,135.506,137.764,133.282,133.702,5609000,0.0,0.0
2018-03-02,127.872,129.194,126.094,127.322,11754300,0.0,0.0
2018-03-05,127.331,130.079,127.021,129.692,6397800,0.0,0.0
2018-03-06,129.881,130.276,128.919,129.838,5015400,0.0,0.0
2018-03-07,128.687,131.16,128.533,130.851,4492000,0.0,0.0
2018-03-08,131.152,132.766,131.083,132.62,4291400,0.0,0.0
2018-03-09,133.634,135.445,132.964,135.025,5076500,0.0,0.0
2018-03-12,135.454,136.922,135.257,135.454,4461500,0.0,0.0
2018-03-13,136.158,137.3,135.858,135.866,4333100,0.0,0.0
2018-03-14,136.536,136.974,135.025,135.883,3879000,0.0,0.0
2018-03-15,136.287,139.241,136.184,138.777,5925700,0.0,0.0
2018-03-16,139.009,140.168,138.752,139.421,14293800,0.0,0.0
2018-03-19,139.112,139.421,135.858,136.545,4307600,0.0,0.0
2018-03-20,137.18,137.97,136.751,136.862,3105100,0.0,0.0
2018-03-21,137.395,137.747,135.926,136.244,3871900,0.0,0.0
2018-03-22,135.549,136.639,134.69,134.853,3669400,0.0,0.0
2018-03-23,135.325,135.488,133.033,133.084,3447400,0.0,0.0
2018-03-26,134.14,135.849,134.14,135.686,3477000,0.0,0.0
2018-03-27,136.107,137.197,134.364,135.231,3519100,0.0,0.0
2018-03-28,135.54,137.189,135.523,136.029,3913200,0.0,0.0
2018-03-29,136.536,137.249,134.286,134.286,5289500,0.0,0.0
2018-04-02,135.909,137.532,133.316,135.437,6960100,0.0,0.0
2018-04-03,135.66,137.85,135.076,137.738,4719400,0.0,0.0
2018-04-04,136.107,139.241,135.574,138.88,4888000,0.0,0.0
2018-04-05,139.456,141.311,138.898,140.787,4503900,0.0,0.0
2018-04-06,139.473,140.641,138.176,138.468,4321900,0.0,0.0
2018-04-09,139.301,140.46,138.305,138.451,3581500,0.0,0.0
2018-04-10,139.825,140.795,139.155,139.773,3902600,0.0,0.0
2018-04-11,139.542,140.881,139.353,140.263,2711100,0.0,0.0
2018-04-12,140.478,142.032,138.717,138.786,5178900,0.0,0.0
2018-04-13,139.25,140.108,138.477,138.88,2452800,0.0,0.0
2018-04-16,138.511,139.49,138.133,138.795,3115200,0.0,0.0
2018-04-17,139.447,140.383,139.164,139.585,2861900,0.0,0.0
2018-04-18,139.619,140.237,138.889,138.949,2503100,0.0,0.0
2018-04-19,138.777,139.198,136.347,136.991,3276600,0.0,0.0
2018-04-20,136.819,138.022,136.115,136.339,3961200,0.0,0.0
2018-04-23,136.51,137.129,135.806,136.527,3051900,0.0,0.0
2018-04-24,137.18,137.249,134.613,135.093,2904400,0.0,0.0
2018-04-25,134.896,135.111,133.11,133.908,3710200,0.0,0.0
2018-04-26,134.355,136.931,133.659,136.45,3680600,0.0,0.0
2018-04-27,136.948,137.266,135.858,135.935,4141500,0.0,0.0
2018-04-30,141.422,144.222,140.615,143.784,12954700,0.0,0.0
2018-05-01,142.873,142.976,139.198,140.349,6560100,0.0,0.0
